buy_service_id,spm_kpi_tt,tt_flag
01GAGMM,,
01GAGMJ,Correct,1
01GAGN5,Correct,1
01GAGU5,,
01GAGJY,,
01GAGJX,,
01GAGJR,,
01GAGJQ,,
01GAGJM,Correct,1
01GAGJF,,
01GAGJD,,
01GAH3E,,
01GAH7J,,
01GAH7L,,
01GAGT8,,
01GAM2A,,
01GAH7H,,
01GAH7G,,
01GAHMW,,
01GAGR6,,
01GAGR4,,
01GAGR3,,
01GAGR2,,
01GAGR0,,
01GAGQW,,
01GAGQV,,
01GAGQQ,,
01GAGQP,,
01GAGQT,,
01GAGQL,,
01GAGQD,,
01GAGQA,,
01GAGU3,,
01GAGQ7,,
01GAGPW,Correct,1
01GAGE1,,
01GAGDX,,
01GAGDU,,
01GAGDT,,
01GAGDJ,,
01GAGDE,,
01GAGDC,,
01GCMKT,,
01GCMKP,,
01GAGCW,,
01GAGCV,,
01GAGCR,,
01GAGCP,,
01GAGCM,,
01GAGCK,,
01GAGCG,,
01GAGCH,,
01GAGC9,,
01GAGC7,,
01GAGC5,,
01GAGC3,,
01GAGAY,,
01GAGAX,,
01GAGA9,,
01GAGJ2,,
01GAYQN,,
01GAGJ6,,
01GAGHX,,
01GAGJ5,,
01GAGJ3,,
01GAYRF,,
01GAGHR,,
01GAGJ1,,
01GAGHP,,
01GAGHW,,
01GAGHT,,
01GAGJN,,
01GAGHH,,
01GAGHM,,
01GAGJK,,
01GAGJH,,
01GAGJG,,
01GAGGJ,,
01GAGGH,,
01GAGGC,,
01GAGGA,,
01GAGG9,,
01GAGG8,,
01GAGG7,,
01GAGG6,,
01GAGG5,,
01GAGG1,,
01GAGG4,,
01GAGG2,,
01GAGG3,,
01GAGFX,,
01GAGFU,,
01GAGFK,,
01GAGFN,,
01GAGG0,,
01GAGFF,,
01GAGF3,,
01GAGEP,,
01GAGFA,,
01GAGEE,,
01GAGED,,
01GAGEC,,
01GAGE9,,
01GAH5A,Correct,1
01GAH57,,
01GAH58,,
01GAH54,,
01GALJ3,,
01GAH4W,,
01GAH51,,
01GAHD3,,
01GAT5D,Incorrect,1
01GAH4N,,
01GAH4K,,
01GAXK2,Incorrect,1
01GAH4D,,
01GAHH7,Correct,1
01GAH3X,Correct,1
01GAH3V,Correct,1
01GAH3R,,
01GAH3M,,
01GAH3U,Correct,1
01GAH3P,,
01GAH3D,,
01GAH3A,,
01GAH38,,
01GAH35,Correct,1
01GAH2Y,,
01GAH94,,
01GAH7F,,
01GAH7D,,
01GAH7A,,
01GAH78,,
01GAH75,,
01GAH76,,
01GAH72,,
01GAH71,,
01GAH6X,,
01GAH6W,,
01GAH6U,,
01GAH6T,,
01GAH6K,Correct,1
01GAH6E,Correct,1
01GAH6C,Correct,1
01GAH6A,Correct,1
01GAH68,Correct,1
01GAH67,Correct,1
01GAH64,Correct,1
01GAH69,Correct,1
01GAH66,Correct,1
01GAH65,Correct,1
01GAH62,Correct,1
01GAH63,Correct,1
01GAHDD,,
01GAH5N,Correct,1
01GAL9J,,
01GAH5J,,
01GAH5K,,
01GAH5E,Correct,1
01GCUAL,,
01GAGXC,,
01GAFQ4,Correct,1
01GAHH6,Correct,1
01GAHJ3,Correct,1
01GAGNY,Correct,1
01GAFPP,Correct,1
01GAFPM,,
01GAM27,,
01GAM26,,
01GAGNX,Incorrect,1
01GAGU4,,
01GAGNW,Correct,1
01GAFP1,Correct,1
01GAFNV,,
01GAFNQ,,
01GAFNM,Correct,1
01GAFNH,,
01GAFNF,,
01GAGNV,Correct,1
01GAFNC,Incorrect,1
01GAGNU,Correct,1
01GAFN8,Correct,1
01GAFN3,,
01GAHHE,Correct,1
01GAHKG,Correct,1
01GAFMX,,
01GAHMV,,
01GCJHU,,
01GAM28,,
01GCJHY,,
01GAH2R,,
01GAHGQ,Correct,1
01GAFJ4,Incorrect,1
01GAFJ2,Correct,1
01GAFJ0,Correct,1
01GAFQ8,Correct,1
01GAFHX,Correct,1
01GAFHW,Correct,1
01GAFHV,Correct,1
01GAFHP,Correct,1
01GAFHM,,
01GAFMQ,,
01GAFHD,,
01GAFHA,,
01GAFH6,,
01GAFH4,,
01GAHMU,,
01GAFH1,Correct,1
01GAFF9,,
01GAFF7,Correct,1
01GAFF5,Correct,1
01GAFF3,,
01GAM2Q,,
01GAHH3,Correct,1
01GAGNL,Incorrect,1
01GAFMR,,
01GAGNJ,Correct,1
01GAFMK,Correct,1
01GAFPA,,
01GAFMG,Correct,1
01GAFMH,Correct,1
01GAFMC,,
01GAFM9,,
01GAFM7,,
01GAFM5,Correct,1
01GAFM3,,
01GAFM1,,
01GAFLX,Correct,1
01GAGNF,Correct,1
01GAFLV,Incorrect,1
01GAFLR,Correct,1
01GAGU0,,
01GAHGX,Correct,1
01GAGNA,Correct,1
01GAFLL,,
01GAGN9,Incorrect,1
01GAH4J,Incorrect,1
01GAFLG,,
01GAGN8,Correct,1
01GAFLC,,
01GAFLY,,
01GAFL8,,
01GAFL5,Correct,1
01GAFL3,,
01GAFL2,,
01GAGN7,Correct,1
01GAFKW,,
01GAGN6,Incorrect,1
01GAFKQ,Correct,1
01GAH30,,
01GAFKM,Correct,1
01GAFKU,Correct,1
01GAFKT,Incorrect,1
01GAFKJ,,
01GAFKF,Incorrect,1
01GAFKD,Correct,1
01GAFKA,Correct,1
01GAFK8,,
01GAFK1,Correct,1
01GAFK6,Correct,1
01GAG4V,,
01GAG6H,,
01GAH4G,,
01GAH4E,,
01GAH43,,
01GAH44,,
01GAG3D,,
01GAG3A,,
01GAG38,,
01GAMHX,,
01GAG81,,
01GAG6V,,
01GAG6E,,
01GAG6D,,
01GAG65,,
01GAG64,,
01GAFYD,,
01GAFYE,,
01GAFYF,,
01GAFYA,,
01GC87H,,
01GAQND,,
01GAQNA,,
01GAQN8,,
01GAGU7,,
01GAQMK,,
01GAG37,,
01GAG34,,
01GAG2X,,
01GAG2D,,
01GAG22,,
01GAG1X,,
01GAG1W,,
01GAG21,,
01GAG1V,,
01GAG2A,,
01GAG1J,,
01GAG1F,,
01GAG1E,,
01GAG1D,,
01GAG1C,,
01GAG1H,,
01GAG1G,,
01GAG16,,
01GAG1A,,
01GAG19,,
01GAG18,,
01GAG17,,
01GAG0Q,,
01GAG0E,,
01GAG0G,,
01GAG07,Correct,1
01GAG05,Correct,1
01GAG03,Correct,1
01GAG01,Incorrect,1
01GAFYN,,
01GAFYH,,
01GAFYJ,,
01GAFYG,,
01GAFYC,,
01GARJF,,
01GARJ1,,
01GARHW,Correct,1
01GARHR,,
01GARRH,,
01GCGUG,,
01GARHK,,
01GARHG,,
01GARN6,,
01GARNW,,
01GARM7,Incorrect,1
01GARLX,,
01GARLT,Correct,1
01GARNV,,
01GARLJ,,
01GARLA,Correct,1
01GARL7,,
01GARL4,Correct,1
01GARUC,,
01GARCD,,
01GARC6,Incorrect,1
01GAR8X,,
01GAR8U,,
01GAR81,,
01GAR7X,,
01GAR7V,,
01GAR7T,,
01GAR7Q,,
01GAR7N,,
01GAR7L,,
01GARGF,,
01GAXKA,Correct,1
01GARR7,Correct,1
01GARJ9,,
01GAREU,,
01GARY0,,
01GARED,,
01GAREA,,
01GARE8,,
01GARE6,,
01GARE5,,
01GARE4,,
01GARE3,,
01GARE1,,
01GARDV,,
01GARDT,,
01GARDN,,
01GARDP,,
01GARDL,,
01GARG0,,
01GARDM,,
01GARDE,,
01GARFU,,
01GC1EF,,
01GC1EN,,
01GARD9,,
01GARY8,Correct,1
01GAT4X,,
01GAT4W,,
01GARY9,Correct,1
01GARY5,,
01GARXX,,
01GARXT,Correct,1
01GARXF,,
01GARXD,Correct,1
01GARX9,Correct,1
01GARX7,Correct,1
01GARX5,,
01GARX3,Correct,1
01GARX1,,
01GARWY,Correct,1
01GARWV,,
01GARWR,,
01GARWP,Correct,1
01GARWT,Incorrect,1
01GARXA,,
01GARWJ,,
01GARWF,Correct,1
01GARXL,,
01GARW5,Correct,1
01GARW2,Correct,1
01GARVY,Incorrect,1
01GARVV,,
01GARVP,,
01GARVM,Correct,1
01GARVK,Correct,1
01GARVH,Correct,1
01GAY54,Correct,1
01GAXJT,Correct,1
01GARV9,,
01GARV7,Correct,1
01GARV4,Correct,1
01GARV1,,
01GARUY,Correct,1
01GARVQ,,
01GARUU,,
01GARUR,,
01GARUP,,
01GARUM,,
01GARUL,,
01GAT3E,Correct,1
01GAT3A,Correct,1
01GAT38,,
01GAT36,,
01GAT33,,
01GAT31,Correct,1
01GAT2X,,
01GAT2U,,
01GAT2Q,Correct,1
01GAT2K,,
01GAT2G,,
01GAT2C,Correct,1
01GAT27,,
01GAT24,,
01GAT21,Correct,1
01GAUGE,,
01GAT1T,,
01GAT1N,,
01GAT1L,Correct,1
01GAT1G,,
01GAT1E,Correct,1
01GAT19,,
01GAT17,Correct,1
01GAT15,Correct,1
01GAT13,,
01GAT11,Correct,1
01GAT0X,,
01GAT0V,Correct,1
01GAT0T,,
01GAT0Q,,
01GAT0N,Correct,1
01GAT0L,,
01GAU85,Correct,1
01GAT0H,Correct,1
01GAU8Q,Correct,1
01GAU8L,Correct,1
01GAT0D,,
01GAT0A,Correct,1
01GAT01,Correct,1
01GARYT,Correct,1
01GARYQ,Correct,1
01GARYL,Correct,1
01GARYJ,Correct,1
01GARYD,Correct,1
01GARYE,Incorrect,1
01GARQL,,
01GARQJ,,
01GARQG,,
01GARQF,,
01GARRG,,
01GARQ9,,
01GARQ7,,
01GARQ2,,
01GARQ0,Correct,1
01GARPX,Correct,1
01GARPV,Correct,1
01GARPT,Correct,1
01GARPQ,,
01GARUW,,
01GARPK,,
01GARPH,,
01GAU1A,Correct,1
01GARPE,Correct,1
01GARU0,,
01GARPA,Correct,1
01GARP8,Correct,1
01GARP6,Incorrect,1
01GARP4,Correct,1
01GARP0,Correct,1
01GARNU,Correct,1
01GAUCG,Correct,1
01GAUCF,Correct,1
01GARYW,Correct,1
01GARRJ,,
01GARNP,Correct,1
01GARNL,,
01GARNJ,Correct,1
01GARRQ,,
01GARNF,Correct,1
01GARXM,,
01GARNA,Correct,1
01GARN8,,
01GARN2,,
01GARN0,,
01GARMX,,
01GARMV,Correct,1
01GARNX,,
01GARML,Correct,1
01GARMJ,Correct,1
01GARUJ,,
01GARUG,Correct,1
01GARUE,Correct,1
01GARUD,,
01GARTY,,
01GARTW,,
01GARTU,,
01GARTR,,
01GARWD,,
01GARTL,,
01GARTJ,,
01GARTF,,
01GARTG,,
01GARW0,,
01GARTA,Correct,1
01GARVW,,
01GART6,Correct,1
01GART3,Correct,1
01GART1,,
01GARRW,,
01GARRY,Correct,1
01GARRN,Correct,1
01GAY58,Correct,1
01GAXJW,Correct,1
01GARRE,,
01GARWC,,
01GARRA,Correct,1
01GARR9,,
01GARRR,,
01GARRP,,
01GARQT,Correct,1
01GARQQ,,
01GARQP,,
01GAQMT,,
01GAQHA,,
01GAQGR,,
01GAQHG,,
01GAQGP,,
01GAQHF,,
01GAQGL,,
01GAQGK,,
01GAQHE,,
01GARFV,Correct,1
01GARFT,Correct,1
01GARFH,Correct,1
01GARM0,,
01GARFR,Correct,1
01GARFE,Incorrect,1
01GARFD,Correct,1
01GAQNQ,,
01GAQNL,,
01GAQNJ,,
01GAQNF,,
01GAQCH,,
01GAQCF,,
01GAQCD,,
01GART8,Incorrect,1
01GAQC0,Incorrect,1
01GAQC4,Correct,1
01GAQC5,Correct,1
01GAQC1,Correct,1
01GAQC3,Correct,1
01GAQAR,,
01GAQAP,Correct,1
01GAQAN,Correct,1
01GAQAM,Incorrect,1
01GAQAG,Incorrect,1
01GARU1,,
01GAQAD,Correct,1
01GAQA8,,
01GAQA6,,
01GAQA1,,
01GAQ9X,,
01GAURT,Incorrect,1
01GAQ9T,,
01GAQ9K,,
01GAQ9H,,
01GAUCD,Correct,1
01GARYX,Correct,1
01GAQ9D,Correct,1
01GAQ9A,,
01GAQ97,,
01GARV2,Correct,1
01GAQ9Y,Correct,1
01GAQ92,Correct,1
01GAQ93,,
01GAQ8V,Correct,1
01GARW3,,
01GARFQ,Correct,1
01GARFP,Correct,1
01GARFN,Incorrect,1
01GARFM,Correct,1
01GAQFL,,
01GARFL,Correct,1
01GARFK,Correct,1
01GAUCJ,Correct,1
01GAUCH,,
01GARYV,Correct,1
01GARFJ,Correct,1
01GAQFC,,
01GAQFE,,
01GAQFD,,
01GAR43,,
01GAR40,,
01GAR15,,
01GAR13,,
01GAR0R,,
01GAR0U,,
01GAR0Q,,
01GAR0T,,
01GAR0M,,
01GAR0L,,
01GAR0K,,
01GAR0A,,
01GAR09,,
01GAR0V,,
01GAR05,,
01GAR04,,
01GAR03,,
01GAQYM,,
01GAR6U,,
01GG4FQ,,
01GG4FP,,
01GAR6E,,
01GAR69,,
01GAR67,,
01GAR65,,
01GAR63,,
01GAR60,,
01GAR61,,
01GAR5G,,
01GAU0R,,
01GARR5,,
01GATKN,,
01GATL6,,
01GATL5,,
01GAR4U,,
01GAR4T,,
01GAR4R,,
01GAR4Q,,
01GAR4N,,
01GAR4M,,
01GAR4P,,
01GAR4L,,
01GATL2,,
01GATKY,,
01GATKX,,
01GAQUA,,
01GAQUM,,
01GAQTW,,
01GAQTT,,
01GAQTQ,,
01GAQTN,,
01GAQTU,,
01GAQTR,,
01GAQTP,,
01GAQTL,,
01GAQTJ,,
01GAQTM,,
01GAQTH,,
01GAQTK,,
01GAQTG,,
01GAQTF,,
01GAQTC,,
01GAQRY,,
01GARQW,,
01GARQV,,
01GAQQD,,
01GAQQE,,
01GAQQA,,
01GAQQ1,,
01GAQPW,,
01GAQQ0,,
01GAQPX,,
01GAQPY,,
01GAQPU,,
01GAQPT,,
01GAQPR,,
01GAQPQ,,
01GAQPV,,
01GAQPP,,
01GAQPD,,
01GAQPH,,
01GAQNU,,
01GAQYK,,
01GAQYG,,
01GAQYH,,
01GAQY8,,
01GARR2,,
01GARR0,,
01GARQY,,
01GCKFF,,
01GAQX6,,
01GAQWY,,
01GAQW0,,
01GAQVT,,
01GAQVR,,
01GAQVC,,
01GAQUH,,
01GAQUG,,
01GAQUL,,
01GAQUE,,
01GAQUD,,
01GAQUK,,
01GAUAJ,,
01GAUAG,Correct,1
01GC6M2,Correct,1
01GAXJX,Correct,1
01GAXAE,,
01GAURX,,
01GAUAR,,
01GAUA7,,
01GAUA5,,
01GAU9W,Correct,1
01GAU9U,Correct,1
01GAUK0,,
01GAUD2,,
01GAU9N,,
01GAU9R,,
01GAUA8,,
01GAU9J,Correct,1
01GAU9G,Correct,1
01GAY5D,,
01GAY5C,Correct,1
01GAXJP,Correct,1
01GAUCV,,
01GAUA9,,
01GAU9A,Correct,1
01GAU98,Correct,1
01GAU93,Correct,1
01GAU8T,,
01GAU8P,Incorrect,1
01GAU8J,,
01GAU8G,Incorrect,1
01GAU8D,Incorrect,1
01GAU87,Incorrect,1
01GAU84,,
01GAU82,Incorrect,1
01GAU7U,Correct,1
01GAU7Y,,
01GAU7Q,,
01GAU7N,Incorrect,1
01GAU7J,,
01GAU7G,,
01GAU7A,Correct,1
01GAU77,,
01GAUGG,,
01GAUEK,,
01GAUEH,,
01GAUEF,,
01GAUEE,,
01GAUE9,,
01GAUE7,,
01GAY6F,Correct,1
01GAY6E,,
01GAXX1,Correct,1
01GAUE4,,
01GAUE2,,
01GAUQJ,,
01GAUDY,,
01GAUDU,,
01GAUDR,,
01GAUDP,,
01GAUFN,,
01GAUJY,,
01GAUGF,,
01GAUGR,,
01GAUCX,Correct,1
01GAUCT,,
01GAUCQ,Correct,1
01GAXAF,,
01GCGU2,,
01GAUCC,Incorrect,1
01GAUT1,Correct,1
01GAXJQ,Correct,1
01GAUC7,,
01GAUC4,Correct,1
01GN0YE,,
01GAUQK,,
01GAUC0,Incorrect,1
01GAUC5,,
01GAUAW,,
01GAUAU,Correct,1
01GAUAQ,Correct,1
01GAUAN,Incorrect,1
01GAUAL,Correct,1
01GAU6A,Incorrect,1
01GC63F,,
01GAU69,Incorrect,1
01GAU91,,
01GAU3X,Correct,1
01GC63J,,
01GAU90,,
01GAU63,Correct,1
01GCGUF,,
01GAU94,,
01GAU61,Correct,1
01GAU3J,,
01GAY5F,Correct,1
01GAY5E,Correct,1
01GAXJV,Correct,1
01GAU60,Correct,1
01GAU2F,,
01GCFF2,,
01GAU75,Correct,1
01GAUK1,Correct,1
01GAU72,,
01GAUCU,,
01GAU6W,Correct,1
01GAUQH,,
01GAU6R,,
01GAU6T,,
01GAU6Q,,
01GAU6L,,
01GAU6H,,
01GAU7L,Correct,1
01GAU6Y,Correct,1
01GAUA2,,
01GAU70,Correct,1
01GAU8Y,Correct,1
01GAU67,Correct,1
01GAUA1,,
01GAU64,,
01GAU5W,,
01GAU5X,,
01GAU5T,,
01GAU5Q,,
01GAU5R,,
01GAU5P,,
01GAU5J,,
01GAU9Y,,
01GAU5F,Correct,1
01GAU5C,,
01GAU59,,
01GAU57,,
01GAU55,,
01GCQDV,,
01GAU53,,
01GAU9X,,
01GAU51,,
01GAU4Y,,
01GAU4X,,
01GAU4P,Correct,1
01GAU4M,Correct,1
01GAU4K,,
01GAU4H,Correct,1
01GAU4E,Correct,1
01GAU4C,,
01GAUA3,,
01GAU47,Correct,1
01GAU45,,
01GAU96,,
01GAUPY,Correct,1
01GAUMT,,
01GAUMV,Correct,1
01GAUMU,,
01GAUMH,Correct,1
01GAUMF,Correct,1
01GAUMC,Incorrect,1
01GAUM8,Correct,1
01GAUM6,Correct,1
01GAUM2,Correct,1
01GAULY,Correct,1
01GAUM0,,
01GAULW,,
01GAURR,,
01GAURW,Correct,1
01GAURL,Correct,1
01GAURM,Correct,1
01GAURF,Correct,1
01GAURG,Correct,1
01GAUR9,Correct,1
01GAUR3,,
01GAUR1,Correct,1
01GAUQY,Correct,1
01GAUQV,Incorrect,1
01GAURD,Correct,1
01GAUQR,Correct,1
01GAUQN,Incorrect,1
01GAURC,Correct,1
01GAUQG,Correct,1
01GAUQF,Correct,1
01GAUQ6,,
01GAXD3,,
01GAUQ2,Correct,1
01GAUHJ,Correct,1
01GAUHG,Correct,1
01GAUHE,,
01GAUHC,Correct,1
01GAUH9,Correct,1
01GAUH7,,
01GAUH5,Correct,1
01GAUH2,Correct,1
01GAUGW,Correct,1
01GDVVG,,
01GAUGJ,,
01GAUGA,Correct,1
01GAUG8,,
01GAUG6,Correct,1
01GAUG4,Correct,1
01GAUFY,,
01GAUG2,,
01GAUG0,Correct,1
01GAUFQ,Incorrect,1
01GAUFM,Incorrect,1
01GAUFJ,,
01GAXAG,,
01GAUFD,Correct,1
01GAUF9,,
01GAUF7,,
01GAUFA,Correct,1
01GAXAJ,,
01GAXAH,,
01GAUF2,,
01GAUEX,,
01GAUEV,,
01GAUGX,,
01GAUGU,,
01GAUGQ,,
01GAUGP,,
01GAUGN,,
01GAUGL,,
01GAULT,Correct,1
01GAULQ,Correct,1
01GAUMD,,
01GAULK,,
01GAUMJ,,
01GAULF,Incorrect,1
01GAULE,,
01GAUL9,,
01GAUL7,,
01GAUL4,,
01GAULG,Correct,1
01GAUKY,,
01GAUKU,,
01GAULC,Correct,1
01GAUKQ,,
01GAXCT,,
01GAUKF,,
01GAUKC,,
01GAUK9,Correct,1
01GAUK7,,
01GAUK5,,
01GAUK3,,
01GAUJW,,
01GAUJT,,
01GAXCK,,
01GAUJN,,
01GAUJL,,
01GAUJJ,Correct,1
01GAUJG,,
01GAUJE,,
01GAUJA,,
01GAUJ7,,
01GAUJ5,Incorrect,1
01GAUJ3,Correct,1
01GAUJ1,Incorrect,1
01GE7FV,,
01GAUHW,,
01GAUHU,Incorrect,1
01GAUHP,Incorrect,1
01GATEX,,
01GE4EL,,
01GATEK,,
01GATEC,,
01GATEE,,
01GATF5,,
01GCFHR,,
01GATC1,,
01GATAY,,
01GATAP,,
01GATAX,,
01GATAW,,
01GATAU,,
01GATAM,,
01GATAV,,
01GATAT,,
01GATAR,,
01GATAQ,,
01GATAL,,
01GATAK,,
01GATAN,,
01GATAH,,
01GATAG,,
01GATJW,,
01GATJU,,
01GATLE,,
01GATHY,,
01GATHX,,
01GATHM,,
01GATHK,,
01GATHG,,
01GATHD,,
01GAVF5,,
01GATHN,,
01GATHH,,
01GATJ0,,
01GATHE,,
01GATH5,,
01GATH2,,
01GATH0,,
01GATGY,,
01GATGX,,
01GATGR,,
01GATGT,,
01GATGK,,
01GATGJ,,
01GATGF,,
01GATGD,,
01GATGC,,
01GATFU,,
01GATFN,,
01GATFL,,
01GATFJ,,
01GATFG,,
01GATFE,,
01GATFC,,
01GATFP,,
01GATEW,,
01GCFJM,,
01GATEU,,
01GAT6E,,
01GAT6D,,
01GAT69,Correct,1
01GAT67,,
01GATCY,,
01GAU25,Correct,1
01GAT5G,,
01GAT56,Correct,1
01GAY5A,Correct,1
01GAY59,,
01GAXJU,Correct,1
01GAU49,,
01GAT51,Correct,1
01GAT4V,Correct,1
01GAT4R,,
01GAXJM,Correct,1
01GAU95,,
01GAT4E,Correct,1
01GAUFK,Correct,1
01GAT47,Incorrect,1
01GAT44,,
01GAT42,Correct,1
01GAT4H,,
01GAT3Y,,
01GAT3U,Correct,1
01GAT3V,,
01GC02J,Correct,1
01GAXJR,Correct,1
01GAT3M,,
01GAT48,Correct,1
01GAT3J,Correct,1
01GAT3G,Correct,1
01GATAF,,
01GATA8,,
01GAT9W,,
01GAT9T,,
01GAT9Q,,
01GAT9N,,
01GAT9L,,
01GAT9J,,
01GAT9G,,
01GAT9F,,
01GAT9E,,
01GAT9C,,
01GATLK,,
01GATLF,,
01GAT8R,,
01GATLA,,
01GAT8N,,
01GAT8G,,
01GAT8E,,
01GAT7Y,,
01GAT82,,
01GAT7F,,
01GAT72,,
01GAT6Y,,
01GAT6W,,
01GAT6M,,
01GAT6K,,
01GAT6G,,
01GAXLM,,
01GATX9,,
01GATX4,,
01GATX0,,
01GATWW,,
01GATWU,,
01GATWT,,
01GATWP,,
01GATWM,,
01GATWK,,
01GATWH,,
01GATWF,,
01GATWE,,
01GATWA,,
01GATW9,,
01GATW6,,
01GATV9,,
01GATV5,,
01GATV3,,
01GATV2,,
01GATUY,,
01GAU8X,,
01GCFEK,,
01GAU8W,,
01GAU21,,
01GCFE7,,
01GAU1V,,
01GAU28,Correct,1
01GAU8V,,
01GAU1Q,,
01GAU1M,,
01GAU1K,,
01GAUA0,,
01GAU8U,,
01GAU1F,,
01GAU5Y,Correct,1
01GAU17,,
01GAU4F,,
01GAU13,,
01GC2WJ,Correct,1
01GAU0Y,,
01GAU0V,,
01GAU0L,,
01GAU0J,,
01GAU0D,,
01GAU09,,
01GAU08,,
01GAU03,,
01GAU01,,
01GATYW,,
01GATYU,,
01GATYP,,
01GATYN,,
01GAXLH,,
01GATYG,,
01GATYF,,
01GATY9,,
01GATY5,,
01GATY6,,
01GATY4,,
01GATY2,,
01GATY0,,
01GATMR,,
01GATMQ,,
01GATQR,,
01GATQU,,
01GATM7,,
01GATM5,,
01GATM2,,
01GATM0,,
01GATLX,,
01GATLU,,
01GATLR,,
01GATL9,,
01GATL8,,
01GATL4,,
01GATL1,,
01GATLV,,
01GAU5D,,
01GATK2,,
01GATK0,,
01GATJY,,
01GATU3,,
01GATUC,,
01GATTF,,
01GATT4,,
01GAU11,Correct,1
01GAU2D,,
01GATRG,,
01GAU2C,,
01GATQX,,
01GATQW,,
01GATQG,,
01GATQK,,
01GCKF7,,
01GATQA,,
01GATQ8,,
01GATQV,,
01GAMWK,,
01GAN8Q,,
01GAN3Q,Correct,1
01GAMV1,Correct,1
01GAMUX,Correct,1
01GAN3P,,
01GAMUL,,
01GAVEF,,
01GAMUC,,
01GAMU7,,
01GAMU4,,
01GAMU2,,
01GAMU1,,
01GAMTW,,
01GAMTX,,
01GAMTT,,
01GAMTQ,,
01GAMTN,,
01GAMUJ,,
01GAMUH,,
01GAMTE,,
01GAN32,,
01GAN2U,,
01GAN01,,
01GARVA,Correct,1
01GAMYH,,
01GAMYF,Correct,1
01GAMY2,,
01GAMXL,,
01GAMX4,,
01GAMX1,,
01GAMWX,,
01GAMWQ,,
01GAMRJ,,
01GAMR8,,
01GAMR5,,
01GAMQU,,
01GC1FG,,
01GAMN7,,
01GAMN6,,
01GAMN2,,
01GAMN3,,
01GAMN8,,
01GAMMV,,
01GAMMT,,
01GAMMQ,,
01GAMMN,,
01GAMNA,,
01GAMMD,,
01GAMM7,,
01GAMM6,,
01GAMM5,,
01GAMM4,,
01GAMLQ,,
01GCNAA,,
01GAMKW,,
01GAMT1,,
01GAMTC,,
01GAMRQ,,
01GAMR7,,
01GAMUG,,
01GAMQW,,
01GAMQR,,
01GAMQD,,
01GAMQE,,
01GAMQ7,,
01GAMQ9,,
01GAMRE,,
01GAMRD,,
01GAMQ8,,
01GAMQ4,,
01GAMPY,,
01GAMPW,,
01GAMPU,,
01GAMPR,,
01GAMPP,,
01GAMPM,,
01GAMPK,,
01GAMPH,,
01GAMPG,,
01GAMTA,,
01GAMRN,,
01GAMT6,,
01GAMT4,,
01GAMRV,,
01GAMT5,,
01GAN99,Correct,1
01GAN73,Correct,1
01GAPM2,,
01GAPME,,
01GAN6V,Correct,1
01GAN9P,Correct,1
01GAN6Q,Correct,1
01GAN6P,Correct,1
01GAN9N,Correct,1
01GAN8P,,
01GAN6L,Correct,1
01GAN9L,Correct,1
01GAN9K,Incorrect,1
01GARRT,Correct,1
01GANA8,Correct,1
01GAN9G,Correct,1
01GAQ9M,,
01GAQ9L,Correct,1
01GAN66,Correct,1
01GAN63,Correct,1
01GAN60,,
01GAN5V,Correct,1
01GAN71,Correct,1
01GAQ9N,Correct,1
01GAND4,Correct,1
01GAND2,Correct,1
01GAND0,Correct,1
01GANCX,Correct,1
01GANCU,Correct,1
01GANCR,Correct,1
01GANCN,,
01GANCL,Correct,1
01GAPY4,,
01GANCH,Correct,1
01GANCE,Correct,1
01GANCA,Correct,1
01GANC6,Correct,1
01GANC3,Correct,1
01GAPY1,,
01GANAV,Correct,1
01GANAR,Correct,1
01GANAP,,
01GANAM,Correct,1
01GANAK,Correct,1
01GANAG,,
01GANAC,,
01GARU2,Correct,1
01GAQ3A,Correct,1
01GANA5,,
01GAN9W,,
01GAN9T,,
01GANAH,,
01GAN98,Correct,1
01GAN93,,
01GANA2,,
01GAN8Y,,
01GAPM3,Correct,1
01GAN8T,,
01GAN8N,Correct,1
01GAN8L,,
01GAN8J,Correct,1
01GAN0R,Incorrect,1
01GAN5L,Correct,1
01GAN6Y,,
01GAPYL,Correct,1
01GAN5C,,
01GAN59,Incorrect,1
01GAN57,,
01GAN54,Correct,1
01GAN8V,Correct,1
01GAN4Q,,
01GAN4P,,
01GAN55,,
01GAN4Y,,
01GAN4R,,
01GAN53,,
01GAN4T,,
01GAN4X,,
01GAN4V,,
01GAN52,,
01GAN4D,,
01GAN48,Correct,1
01GAN43,,
01GAN3X,,
01GAN3U,,
01GAN5G,,
01GD4CM,,
01GAN3M,,
01GAN3K,,
01GAN3V,,
01GAN3F,Correct,1
01GARYF,Correct,1
01GAN3A,,
01GAN38,Correct,1
01GAN35,Correct,1
01GAN31,,
01GAN2Y,Correct,1
01GAN3G,,
01GAN2R,,
01GAN6W,Correct,1
01GAN2N,Correct,1
01GAM2E,,
01GAM2D,,
01GCJHP,,
01GALVR,Correct,1
01GAM3U,,
01GANE2,,
01GARVT,,
01GARVR,Correct,1
01GAQ39,Incorrect,1
01GAQ36,Incorrect,1
01GAMUF,,
01GAM3N,,
01GAM3M,,
01GAM3L,Incorrect,1
01GARW7,Correct,1
01GARW6,Correct,1
01GAQ35,,
01GAM3K,Correct,1
01GAM25,,
01GAM23,,
01GAM21,Correct,1
01GAM1R,Incorrect,1
01GAM1P,,
01GAM1M,,
01GAM1J,,
01GAM0E,,
01GAM09,Correct,1
01GAM2F,,
