sale_service_id,cpm_kpi_tt,tt_flag
01GG7CC,,
01GP3VN,,
01GK7KD,,
01GK7FQ,,
01GLY1Q,,
01GM249,,
01GQW1P,,
01GQW0W,,
01GQW3U,,
01GLL53,,
01GLL57,,
01GLL4J,,
01GQU0F,,
01GQU01,,
01GQTXP,,
01GQU3Q,,
01GQTXU,,
01GQU00,,
01GQU0H,,
01GQTYN,,
01GQWEY,,
01GQVY5,,
01GQVY7,,
01GQJQK,,
01GM1X3,,
01GM1VT,,
01GLWLD,,
01GLWMU,,
01GNLR8,,
01GLW7L,,
01GLWMG,,
01GLWML,,
01GLWMX,,
01GQJQA,,
01GQJR3,,
01GQJQJ,,
01GQHDT,,
01GRG8W,,
01GM1VQ,,
01GM1VM,,
01GM1UQ,,
01GM1Y0,,
01GM26Q,,
01GQVW5,,
01GQVW8,,
01G926U,,
01GQVW1,,
01GLL49,,
01GQVW4,,
01GQVVT,,
01GLL5A,,
01GQU04,,
01GQU06,,
01GQU0E,,
01GQU0Q,,
01GQU0J,,
01GQTXW,,
01GQTXR,,
01GLM1F,,
01GQTCE,,
01GQU0T,,
01GQU07,,
01GQU03,,
01GQJN6,,
01GQTXV,,
01GQVVY,,
01GG987,,
01GQW98,,
01GQW8V,,
01GQWAL,,
01GQW8U,,
01GM1VY,,
01GQHEE,,
01GQHF2,,
01GM24K,,
01GRG1U,,
01GM23P,,
01GNLV7,,
01GRFGH,,
01GNLNE,,
01GNLVP,,
01GNLV5,,
01GNLV6,,
01GNTNG,,
01GRFGG,,
01GNLUU,,
01GNLV4,,
01GNLV0,,
01GNLUV,,
01GNMUJ,,
01GNLV1,,
01GNLUW,,
01GNLV2,,
01GM23L,,
01GM1LK,,
01GM23H,,
01GM3HF,,
01GM3H7,,
01GM23N,,
01GM3HG,,
01GM3H9,,
01GM23J,,
01GM3LA,,
01GM3HH,,
01GM3H8,,
01GM3HE,,
01GM3HC,,
01GM3HD,,
01GLW7G,,
01GLWAJ,,
01GLWAA,,
01GLW7K,,
01GLWC2,,
01GLWAY,,
01GLWC7,,
01GLW62,,
01GLWC8,,
01GLW7J,,
01GLW5L,,
01GLW5T,,
01GLWAX,,
01GM23K,,
01GQJNT,,
01GM23F,,
01GM1YM,,
01GM23U,,
01GM23D,,
01GM23A,,
01GQJNP,,
01GM3GF,,
01GQJNC,,
01GQJQL,,
01GQJNH,,
01GQJNU,,
01GQJRC,,
01GM248,,
01GQJN7,,
01GQJNE,,
01GQJQ6,,
01GQVXT,,
01GQJND,,
01GQJNL,,
01GQJRG,,
01GQJR9,,
01GQJN5,,
01GM239,,
01GM3KV,,
01GM3H6,,
01GM3HK,,
01GM3KU,,
01GM3KR,,
01GM3L3,,
01GM3KM,,
01GM3KQ,,
01GQJN2,,
01GM24D,,
01GM23M,,
01GM23G,,
01GM3HA,,
01GM3HJ,,
01GM3L2,,
01GM3HM,,
01GM3KT,,
01GM28F,,
01GM2A5,,
01GM3H4,,
01GM3H5,,
01GQJN1,,
01GM3GV,,
01GM3H3,,
01GLW7H,,
01GLWNX,,
01GLWNA,,
01GM10V,,
01GQL87,,
01GQJMH,,
01GQJMG,,
01GQJMW,,
01GQJMJ,,
01GQJME,,
01GQJLX,,
01GQJMD,,
01GQJMY,,
01GQJLV,,
01GQJMF,,
01GQJML,,
01GQJMK,,
01GQJN0,,
01GQJMC,,
01GM2GW,,
01GM2H0,,
01GQJM9,,
01GQJMA,,
01GM2NJ,,
01GQJMT,,
01GRG96,,
01GN81F,,
01GN810,,
01GN813,,
01GN80V,,
01GQLAE,,
01GM32K,,
01GM37L,,
01GM38P,,
01GQJL5,,
01GM1VU,,
01GM38C,,
01GQJLT,,
01GQJLQ,,
01GQL88,,
01GQL6P,,
01GQL6U,,
01GQL85,,
01GM14R,,
01GQL86,,
01GQL84,,
01GQL78,,
01GQL73,,
01GM14P,,
01GQHEA,,
01GQJMV,,
01GQJMU,,
01GQJMN,,
01GQJMM,,
01GQJMR,,
01GQJMP,,
01GQJMQ,,
01GQL6C,,
01GM14V,,
01GM14U,,
01GQHKT,,
01GQHKU,,
01GQHKN,,
01GQH60,,
01GQH6G,,
01GQH5Y,,
01GQL79,,
01GQHKQ,,
01GQH6A,,
01GQH69,,
01GQH6E,,
01GQHKP,,
01GQHKR,,
01GQHDP,,
01GQH7V,,
01GQH7R,,
01GQH6C,,
01GQL71,,
01GQL6X,,
01GQH7U,,
01GQH7T,,
01GQH5V,,
01GQH5T,,
01GQH5U,,
01GQH55,,
01GQH5R,,
01GQHCQ,,
01GQH7Q,,
01GQH5X,,
01GQHA6,,
01GQH4X,,
01GQH57,,
01GQH62,,
01GQH61,,
01GQHKD,,
01GQHCY,,
01GQHKG,,
01GQHKF,,
01GQH7X,,
01GQHAW,,
01GQHAA,,
01GQHCK,,
01GQHD0,,
01GQH8E,,
01GQH81,,
01GQHCX,,
01GQHKE,,
01GQHCT,,
01GQH8D,,
01GQH5W,,
01GNR6M,,
01GNR5P,,
01GNNE0,,
01GNQQT,,
01GNR5R,,
01GNR5T,,
01GNMR4,,
01GNMQW,,
01GNMQX,,
01GNMQV,,
01GNR17,,
01GNR5J,,
01GNR7E,,
01GNR3X,,
01GNR8C,,
01GNR5N,,
01GNR5L,,
01GNR5M,,
01GNR5Q,,
01GNR7J,,
01GNR7F,,
01GNR8D,,
01GNR5K,,
01GRFTN,,
01GNLUX,,
01GNNM5,,
01GNNM3,,
01GNQPC,,
01GNQQU,,
01GNQPL,,
01GNPUJ,,
01GNPUM,,
01GNNR0,,
01GRFTX,,
01GQHQ2,,
01GNMRY,,
01GRFTP,,
01GM4GQ,,
01GM3TA,,
01GM3MF,,
01GQHNX,,
01GM4FW,,
01GQHNV,,
01GQH6N,,
01GQH7D,,
01GQH7L,,
01GM511,,
01GQH7A,,
01GQH6Y,,
01GRG13,,
01GQH7K,,
01GQH7H,,
01GM49T,,
01GQHQQ,,
01GQHP0,,
01GQJRK,,
01GM3QQ,,
01GM3M2,,
01GM3R0,,
01GQJJU,,
01GM3RR,,
01GQHQ4,,
01GQHQR,,
01GNMQD,,
01GNMUE,,
01GQHDJ,,
01GNMQT,,
01GNMQK,,
01GNMQM,,
01GNMQ4,,
01GNMQG,,
01GNMPM,,
01GNPUN,,
01GNPUG,,
01GNPUC,,
01GNPUA,,
01GNQF3,,
01GNMFE,,
01GNPUF,,
01GNPUD,,
01GNPUE,,
01GNPUH,,
01GM8PY,,
01GLHE9,,
01GL1U7,,
01GM8MA,,
01GM8M9,,
01GQ9UL,,
01GQA3P,,
01GQ6PC,,
01GQ9XF,,
01GQ9UN,,
01GQ6PD,,
01GQA4H,,
01GQ6PE,,
01GQ6P6,,
01GQA3Q,,
01GQ74L,,
01GQ6PG,,
01GMQR0,,
01GMQR2,,
01GMQPG,,
01GPY0F,,
01GPYD4,,
01GRF21,,
01GMQLV,,
01GPYD8,,
01GMQN8,,
01GPYCQ,,
01GMQLU,,
01GPYD6,,
01GMP73,,
01GPYCP,,
01GMPAN,,
01GM8QW,,
01GQEHU,,
01GQEP8,,
01GM9E6,,
01GM9EG,,
01GQEJ5,,
01GQDFU,,
01GQDFK,,
01GQDPE,,
01GQDPF,,
01GM7ML,,
01GQAFE,,
01GQH74,,
01GQ6PN,,
01GQ6P7,,
01GQ6PK,,
01GQDW5,,
01GQDF4,,
01GQDFF,,
01GQDFV,,
01GQDP6,,
01GNPH3,,
01GNPKK,,
01GNN3M,,
01GNN4R,,
01GG9EU,,
01GNUJE,,
01GNUJL,,
01GNLNN,,
01GNLNV,,
01GG9DY,,
01GNLQF,,
01GNTP9,,
01GNUJF,,
01GNUJJ,,
01GNMQ5,,
01GG9ER,,
01GNEGL,,
01GNLUY,,
01GNLV3,,
01GNLUT,,
01GNLNJ,,
01GNMV4,,
01GG9EX,,
01GNMUL,,
01GNMV6,,
01GNPQD,,
01GRFH7,,
01GNPMP,,
01GNQ79,,
01GNPNU,,
01GNPU8,,
01GNQYE,,
01GNPMM,,
01GNPMN,,
01GNPMU,,
01GNQY7,,
01GRFH2,,
01GNPU3,,
01GNPN2,,
01GNQWD,,
01GNQYA,,
01GM3WG,,
01GM3VH,,
01GQJEE,,
01GNPXJ,,
01GQJA5,,
01GQJ3W,,
01GM3VG,,
01GNM8N,,
01GNPYK,,
01GRFQ4,,
01GRFHY,,
01GNPMT,,
01GNQ78,,
01GRFH5,,
01GNPU1,,
01GRFNY,,
01GRFH6,,
01GNR0P,,
01GNM97,,
01GNR0M,,
01GNQFD,,
01GNPU7,,
01GRG26,,
01GQHKV,,
01GRG0X,,
01GQJ43,,
01GQHE7,,
01GRG1G,,
01GQHDD,,
01GQHD3,,
01GQHD8,,
01GQHDQ,,
01GQHDG,,
