sale_service_id,pickup_reason_code_status,delivery_reason_code_status
01FWNTH,RC no needed,RC no needed
01G2HL1,RC no needed,RC no needed
01FYQP4,RC no needed,RC no needed
01GJC7L,RC no needed,RC no needed
01FYQNT,Updated RC,RC no needed
01GJC88,RC no needed,RC no needed
01GJC71,RC no needed,RC no needed
01G14EJ,Updated RC,Updated RC
01G3A98,RC no needed,RC no needed
01FWP4V,RC no needed,RC no needed
01G6KJ2,RC no needed,RC no needed
01GJCAG,RC no needed,RC no needed
01G29TY,RC no needed,RC no needed
01G2TQ4,RC no needed,Updated RC
01G293Q,RC no needed,RC no needed
01G69VJ,RC no needed,RC no needed
01G274H,RC no needed,RC no needed
01G69VH,RC no needed,RC no needed
01G672Y,RC no needed,RC no needed
01G2KL8,RC no needed,RC no needed
01G2W98,Updated RC,Updated RC
01G2CME,RC no needed,RC no needed
01GALVL,RC no needed,RC no needed
01G14AQ,RC no needed,Updated RC
01G2CM6,RC no needed,RC no needed
01GDNE2,RC no needed,RC no needed
01FYQG8,RC no needed,RC no needed
01FWP4Y,RC no needed,RC no needed
01GJWW9,RC no needed,RC no needed
01GEQ9J,RC no needed,RC no needed
01FMCCW,RC no needed,RC no needed
01G70VJ,Updated RC,Updated RC
01FMJG2,RC no needed,RC no needed
01FQCKK,RC no needed,RC no needed
01G7EY4,RC no needed,Updated RC
01FTU0U,RC no needed,RC no needed
01FMDXQ,RC no needed,Updated RC
01G7CHC,RC no needed,RC no needed
01G0DTH,RC no needed,RC no needed
01GDJGM,RC no needed,RC no needed
01G7VNU,RC no needed,Updated RC
01G70V6,RC no needed,RC no needed
01GE7QE,RC no needed,RC no needed
01G5V62,RC no needed,RC no needed
01GJF1F,RC no needed,RC no needed
01G0W8Q,RC no needed,RC no needed
01GK43H,RC no needed,RC no needed
01FJU9E,RC no needed,RC no needed
01GJWT3,RC no needed,RC no needed
01G7XCL,RC no needed,RC no needed
01FWCH4,RC no needed,RC no needed
01GJ373,RC no needed,RC no needed
01FJUDE,RC no needed,RC no needed
01G7V98,RC no needed,RC no needed
01G70TU,Updated RC,RC no needed
01G7V9J,RC no needed,RC no needed
01FWCH5,RC no needed,RC no needed
01GJ026,RC no needed,RC no needed
01G7EVK,RC no needed,RC no needed
01G7VA0,RC no needed,RC no needed
01FWCH2,RC no needed,RC no needed
01GJEGM,RC no needed,RC no needed
01G7LJX,RC no needed,RC no needed
01GKE51,RC no needed,RC no needed
01G0DW3,RC no needed,RC no needed
01G1VAC,RC no needed,RC no needed
01G77AK,RC no needed,RC no needed
01FQVH6,Updated RC,Updated RC
01FKTER,Updated RC,RC no needed
01GJKLN,RC no needed,RC no needed
01G7LKA,RC no needed,RC no needed
01FL5F8,RC no needed,Updated RC
01GJFU8,RC no needed,RC no needed
01FKVAT,RC no needed,RC no needed
01FWCH3,RC no needed,RC no needed
01FRC7X,RC no needed,RC no needed
01FKVDA,RC no needed,RC no needed
01G8VPN,RC no needed,RC no needed
01G79LL,RC no needed,RC no needed
01FRAQA,Updated RC,Updated RC
01FRCD1,RC no needed,RC no needed
01G79KE,RC no needed,RC no needed
01G70VH,RC no needed,RC no needed
01G7C6X,RC no needed,RC no needed
01GCC12,RC no needed,RC no needed
01G9JD2,RC no needed,RC no needed
01FJU83,RC no needed,RC no needed
01FRCE6,RC no needed,RC no needed
01FRC5D,RC no needed,Updated RC
01FU06W,Updated RC,Updated RC
01G79UP,RC no needed,RC no needed
01FL579,Updated RC,RC no needed
01GALQ0,RC no needed,RC no needed
01GHYP6,RC no needed,RC no needed
01GALL8,RC no needed,RC no needed
01FWGLK,Updated RC,Updated RC
01G0R8A,Updated RC,Updated RC
01G66W1,RC no needed,RC no needed
01GJ05T,RC no needed,Updated RC
01GJ37N,RC no needed,Updated RC
01GJ37Q,RC no needed,RC no needed
01GK7Q3,RC no needed,RC no needed
01GJ049,RC no needed,Updated RC
01GJ058,RC no needed,RC no needed
01G7LWP,Updated RC,RC no needed
01GJ326,RC no needed,RC no needed
01GJ056,RC no needed,RC no needed
01FRJPJ,RC no needed,RC no needed
01GJ00W,RC no needed,RC no needed
01G983E,RC no needed,RC no needed
01GHUEA,RC no needed,RC no needed
01G0R7J,RC no needed,RC no needed
01GK6U7,RC no needed,Updated RC
01GK5QK,RC no needed,RC no needed
01GAHJ4,RC no needed,RC no needed
01G672L,RC no needed,RC no needed
01GHVL1,RC no needed,RC no needed
01G0R7K,RC no needed,RC no needed
01G65TK,RC no needed,RC no needed
01G0R7L,RC no needed,RC no needed
01G0P2T,Updated RC,Updated RC
01GHYP3,RC no needed,RC no needed
01G0P4L,RC no needed,RC no needed
01GJ1L1,RC no needed,RC no needed
01GHVYP,RC no needed,RC no needed
01G0GWX,RC no needed,Updated RC
01GJNMR,RC no needed,RC no needed
01G6XXR,RC no needed,RC no needed
01GCM1Q,RC no needed,RC no needed
01GJT33,RC no needed,RC no needed
01GJM5M,RC no needed,RC no needed
01GJX3G,RC no needed,RC no needed
01FVCKP,Updated RC,Updated RC
01GJQMV,RC no needed,RC no needed
01GJRUT,RC no needed,RC no needed
01GCC0Y,RC no needed,RC no needed
01GJMAU,RC no needed,Updated RC
01G0VNK,RC no needed,RC no needed
01G5GAN,RC no needed,RC no needed
01GJQMW,RC no needed,RC no needed
01FQHFQ,RC no needed,RC no needed
01GJQ8E,RC no needed,Updated RC
01GK216,RC no needed,RC no needed
01G0P3D,Updated RC,Updated RC
01GJ047,RC no needed,Updated RC
01GK204,RC no needed,RC no needed
01G0FDY,RC no needed,RC no needed
01G0VVM,RC no needed,RC no needed
01GJQP4,RC no needed,RC no needed
01GK03U,RC no needed,RC no needed
01GJRUL,RC no needed,RC no needed
01FVCLG,Updated RC,Updated RC
01FQVHP,RC no needed,RC no needed
01FVCNE,RC no needed,RC no needed
01GK222,RC no needed,RC no needed
01GHXHR,RC no needed,RC no needed
01FX2Y5,RC no needed,RC no needed
01GKU3A,RC no needed,RC no needed
01GKTLY,RC no needed,RC no needed
01FVYYP,RC no needed,RC no needed
01GA0UQ,RC no needed,RC no needed
01FQHRY,RC no needed,RC no needed
01G3EGP,RC no needed,RC no needed
01G6U6D,RC no needed,RC no needed
01G3ENL,RC no needed,Updated RC
01GKU3J,RC no needed,RC no needed
01FQTLE,Updated RC,Updated RC
01G9504,RC no needed,RC no needed
01G8TM7,RC no needed,RC no needed
01GKE1C,RC no needed,RC no needed
01GKTU8,RC no needed,RC no needed
01GA9LJ,RC no needed,RC no needed
01G3JDA,Updated RC,Updated RC
01G8RFQ,RC no needed,RC no needed
01G6LMX,RC no needed,RC no needed
01G3HKN,RC no needed,Updated RC
01G3J2T,Updated RC,Updated RC
01GKUHM,RC no needed,RC no needed
01GCUJ2,RC no needed,Updated RC
01G3N8Y,RC no needed,RC no needed
01G3T5X,RC no needed,RC no needed
01FUYWQ,RC no needed,RC no needed
01GKGTA,RC no needed,RC no needed
01G3HLT,RC no needed,RC no needed
01GKTJ6,RC no needed,RC no needed
01G6U99,RC no needed,RC no needed
01FWVDU,Updated RC,Updated RC
01G3JD8,Updated RC,Updated RC
01FVEHK,RC no needed,Updated RC
01FUQJ0,RC no needed,RC no needed
01FVE7M,RC no needed,Updated RC
01G38T1,RC no needed,RC no needed
01G2P4R,RC no needed,RC no needed
01G2EF2,RC no needed,RC no needed
01G2EG4,Updated RC,Updated RC
01FP58L,RC no needed,RC no needed
01G6UF5,RC no needed,RC no needed
01G6UAQ,RC no needed,RC no needed
01G38Y7,Updated RC,Updated RC
01GA5U2,RC no needed,RC no needed
01FYN0N,RC no needed,RC no needed
01G6LU8,RC no needed,RC no needed
01G3L60,RC no needed,RC no needed
01G6N8L,RC no needed,RC no needed
01GCU3V,RC no needed,RC no needed
01FVG32,RC no needed,RC no needed
01FXGG9,RC no needed,RC no needed
01G3CVJ,RC no needed,RC no needed
01FREQN,RC no needed,Updated RC
01GKN21,RC no needed,RC no needed
01GAA0N,RC no needed,RC no needed
01G2116,Updated RC,Updated RC
01GKN1Y,RC no needed,Updated RC
01FQTN3,RC no needed,RC no needed
01G3C9M,RC no needed,RC no needed
01FL76D,Updated RC,RC no needed
01FWV92,RC no needed,RC no needed
01G8VQ5,RC no needed,RC no needed
01FVEFJ,RC no needed,Updated RC
01GC6RT,RC no needed,RC no needed
01FX10R,RC no needed,RC no needed
01G2EGG,Updated RC,Updated RC
01FUQKL,RC no needed,RC no needed
01G2EH1,Updated RC,Updated RC
01FUQHX,RC no needed,RC no needed
01FYN0G,RC no needed,RC no needed
01G6W0V,RC no needed,RC no needed
01GAFH8,RC no needed,RC no needed
01G6MQ0,RC no needed,RC no needed
01GA55R,RC no needed,RC no needed
01FQT5D,RC no needed,RC no needed
01GKJ78,RC no needed,RC no needed
01G36EM,Updated RC,Updated RC
01G6W37,RC no needed,Updated RC
01FX1C2,RC no needed,Updated RC
01G6W0Y,RC no needed,RC no needed
01FYQK9,Updated RC,RC no needed
01FUYRR,RC no needed,RC no needed
01G36FV,Updated RC,Updated RC
01GC6ML,RC no needed,RC no needed
01FWU28,Updated RC,RC no needed
01G36DX,RC no needed,RC no needed
01G36DV,RC no needed,RC no needed
01G37QV,Updated RC,Updated RC
01G33NL,RC no needed,Updated RC
01G61UR,RC no needed,RC no needed
01GA2A6,RC no needed,RC no needed
01G6XKK,RC no needed,RC no needed
01GA0UP,RC no needed,RC no needed
01G38RV,RC no needed,RC no needed
01FUTN6,RC no needed,RC no needed
01GKQPM,RC no needed,RC no needed
01G61Y6,RC no needed,RC no needed
01FVEGA,RC no needed,RC no needed
01G6LFW,RC no needed,RC no needed
01G3T4H,RC no needed,RC no needed
01G3T4G,Updated RC,Updated RC
01G3T4L,RC no needed,RC no needed
01G3A3W,Updated RC,Updated RC
01G3HL0,RC no needed,RC no needed
01FQL3R,RC no needed,RC no needed
01FX2HR,RC no needed,Updated RC
01G3CKN,RC no needed,Updated RC
01G38R5,RC no needed,RC no needed
01G38RG,RC no needed,Updated RC
01FX2XA,RC no needed,Updated RC
01GA4T7,RC no needed,RC no needed
01GKEQ1,RC no needed,RC no needed
01G3MGL,RC no needed,Updated RC
01G38XK,Updated RC,Updated RC
01FQT7P,RC no needed,RC no needed
01FY4MQ,RC no needed,RC no needed
01FWTQP,Updated RC,RC no needed
01GC6KT,RC no needed,RC no needed
01GA452,RC no needed,RC no needed
01G6XKE,RC no needed,RC no needed
01G3Q67,RC no needed,Updated RC
01G3Q77,RC no needed,Updated RC
01G08CQ,RC no needed,RC no needed
01GHDNV,RC no needed,RC no needed
01FTN48,RC no needed,Updated RC
01FV03H,RC no needed,Updated RC
01GHDFR,RC no needed,RC no needed
01FTM5H,RC no needed,Updated RC
01FTLXG,Updated RC,RC no needed
01GHDDD,RC no needed,RC no needed
01GG97K,RC no needed,RC no needed
01GH9UH,RC no needed,RC no needed
01FN4E6,RC no needed,Updated RC
01GG0E2,RC no needed,RC no needed
01GFFJP,RC no needed,RC no needed
01FTLPP,RC no needed,RC no needed
01GHDA4,RC no needed,Updated RC
01GFXWY,RC no needed,RC no needed
01FN4F0,RC no needed,RC no needed
01G1L3V,RC no needed,RC no needed
01GFYAR,RC no needed,RC no needed
01FPG5E,RC no needed,RC no needed
01FPG5A,RC no needed,RC no needed
01GHDFW,RC no needed,RC no needed
01GHDDJ,RC no needed,RC no needed
01GHD8L,RC no needed,RC no needed
01GG9E1,RC no needed,RC no needed
01GFXVT,RC no needed,RC no needed
01GHDCN,RC no needed,RC no needed
01GG98C,RC no needed,RC no needed
01FW3PW,Updated RC,RC no needed
01GG4V1,RC no needed,RC no needed
01G233D,Updated RC,Updated RC
01GG9F4,RC no needed,RC no needed
01GG9DN,RC no needed,Updated RC
01GHDDM,RC no needed,Updated RC
01GC0XR,RC no needed,RC no needed
01FP5AX,RC no needed,RC no needed
01G9GQJ,RC no needed,RC no needed
01FUHGE,Updated RC,RC no needed
01G4P96,RC no needed,RC no needed
01G22LP,RC no needed,RC no needed
01FRT4W,Updated RC,Updated RC
01G4P8A,RC no needed,RC no needed
01GCJ3P,RC no needed,RC no needed
01G4P9U,RC no needed,RC no needed
01GH9G8,RC no needed,RC no needed
01G5E0C,RC no needed,RC no needed
01G1ECQ,Updated RC,Updated RC
01GHLHD,RC no needed,RC no needed
01GHRV9,RC no needed,RC no needed
01FUA58,Updated RC,RC no needed
01GCGGL,RC no needed,RC no needed
01GH9FY,RC no needed,RC no needed
01FRRMW,RC no needed,RC no needed
01GHRV1,RC no needed,RC no needed
01G548R,Updated RC,RC no needed
01GHAUQ,RC no needed,RC no needed
01GHQ8V,RC no needed,RC no needed
01FRUPP,RC no needed,Updated RC
01GHN2U,RC no needed,RC no needed
01GHQ9U,RC no needed,RC no needed
01GFR15,RC no needed,RC no needed
01FXUQ8,Updated RC,Updated RC
01FKEMQ,RC no needed,RC no needed
01GFRV7,RC no needed,Updated RC
01G22HL,RC no needed,RC no needed
01FKT1U,RC no needed,RC no needed
01G4PA5,RC no needed,RC no needed
01GFXXN,RC no needed,RC no needed
01FTNGL,RC no needed,Updated RC
01GHEMF,RC no needed,RC no needed
01G9GFA,RC no needed,RC no needed
01GFRU4,RC no needed,RC no needed
01GFLCY,RC no needed,RC no needed
01GFHA8,RC no needed,RC no needed
01GFN75,RC no needed,RC no needed
01G4P89,Updated RC,Updated RC
01GFLC2,RC no needed,RC no needed
01GFFLJ,RC no needed,RC no needed
01GFHLW,RC no needed,RC no needed
01GFHLQ,RC no needed,RC no needed
01GHQ8D,RC no needed,RC no needed
01G9A90,RC no needed,RC no needed
01GHN5Y,RC no needed,RC no needed
01FW45X,RC no needed,RC no needed
01GFHAP,RC no needed,RC no needed
01G1EAC,Updated RC,Updated RC
01GFFJX,RC no needed,RC no needed
01GHT00,RC no needed,RC no needed
01GFN7T,RC no needed,RC no needed
01GHN53,RC no needed,RC no needed
01GFFLP,RC no needed,RC no needed
01GHN4R,RC no needed,RC no needed
01G22FL,RC no needed,RC no needed
01FK4P0,Updated RC,Updated RC
01GHDNT,RC no needed,RC no needed
01FXUEX,RC no needed,RC no needed
01GFYAU,RC no needed,RC no needed
01FTN3Y,RC no needed,RC no needed
01FRX5R,RC no needed,RC no needed
01GFP97,RC no needed,RC no needed
01G1ECN,RC no needed,RC no needed
01G9GG4,RC no needed,RC no needed
01GH2N5,RC no needed,Updated RC
01FK7G7,RC no needed,Updated RC
01G50KR,RC no needed,Updated RC
01FK7JM,RC no needed,RC no needed
01FXJFW,Updated RC,RC no needed
01GH2K9,RC no needed,RC no needed
01GDTKE,RC no needed,RC no needed
01FXHFT,RC no needed,RC no needed
01GDQXW,RC no needed,RC no needed
01GC2UT,RC no needed,RC no needed
01G1MEG,RC no needed,RC no needed
01FQ7FV,RC no needed,RC no needed
01G9WC6,RC no needed,RC no needed
01G58YT,RC no needed,RC no needed
01G1ME0,Updated RC,Updated RC
01G507U,RC no needed,RC no needed
01GGXAL,RC no needed,RC no needed
01GGXC9,RC no needed,RC no needed
01G2HPY,Updated RC,RC no needed
01G1UTW,RC no needed,RC no needed
01FT1AT,RC no needed,RC no needed
01GH05X,RC no needed,Updated RC
01GH3X6,RC no needed,RC no needed
01GGXAG,RC no needed,Updated RC
01G0XYG,RC no needed,RC no needed
01G1UF2,RC no needed,RC no needed
01GH2FJ,RC no needed,RC no needed
01GGYYM,RC no needed,RC no needed
01GH2GU,RC no needed,RC no needed
01G79UX,RC no needed,RC no needed
01GH2KC,RC no needed,RC no needed
01GGM43,RC no needed,RC no needed
01GH2QA,Updated RC,RC no needed
01GDR6U,RC no needed,RC no needed
01G432N,RC no needed,RC no needed
01GE0UY,RC no needed,Updated RC
01G50JX,RC no needed,RC no needed
01GDN9P,RC no needed,RC no needed
01FUA53,Updated RC,Updated RC
01GF2T8,RC no needed,RC no needed
01G509W,RC no needed,RC no needed
01GDVU0,RC no needed,RC no needed
01FU9W3,Updated RC,Updated RC
01G50F9,Updated RC,RC no needed
01FK2DC,RC no needed,RC no needed
01G9VNC,RC no needed,RC no needed
01GDN98,RC no needed,RC no needed
01GDNDY,RC no needed,RC no needed
01G58WD,RC no needed,RC no needed
01GDN9W,RC no needed,RC no needed
01FT6M6,RC no needed,RC no needed
01G433H,RC no needed,RC no needed
01GH7PJ,RC no needed,RC no needed
01G1UFD,Updated RC,RC no needed
01FQ7GQ,RC no needed,RC no needed
01FQ7HA,RC no needed,RC no needed
01GDJE4,RC no needed,Updated RC
01FVLDK,Updated RC,Updated RC
01G1UFM,RC no needed,RC no needed
01GH7XM,RC no needed,RC no needed
01G1UFU,Updated RC,Updated RC
01G4WLF,RC no needed,RC no needed
01G50RM,Updated RC,RC no needed
01GDJFG,RC no needed,RC no needed
01GDJND,RC no needed,RC no needed
01FQ7G5,RC no needed,RC no needed
01FUA80,RC no needed,RC no needed
01FQ7FM,RC no needed,RC no needed
01G1QJD,RC no needed,RC no needed
01G1HXN,Updated RC,Updated RC
01GGNN5,RC no needed,RC no needed
01GGVTR,RC no needed,RC no needed
01GGNYQ,RC no needed,RC no needed
01GHMPW,RC no needed,RC no needed
01GGTRN,RC no needed,RC no needed
01GGMJX,RC no needed,RC no needed
01GHMPY,RC no needed,RC no needed
01FV0V3,RC no needed,RC no needed
01FT7U1,RC no needed,Updated RC
01GGWT6,RC no needed,RC no needed
01GGVFX,RC no needed,RC no needed
01GGVFU,RC no needed,RC no needed
01FXJHU,RC no needed,Updated RC
01GGNUQ,RC no needed,RC no needed
01GGVDM,RC no needed,RC no needed
01FT81V,RC no needed,Updated RC
01GGNUJ,RC no needed,RC no needed
01GHJQE,RC no needed,RC no needed
01GDNK1,RC no needed,RC no needed
01G1E5F,Updated RC,RC no needed
01GDNJJ,RC no needed,RC no needed
01G9EGM,RC no needed,RC no needed
01G1E52,RC no needed,RC no needed
01FK7K5,RC no needed,RC no needed
01G5136,Updated RC,Updated RC
01G1E46,RC no needed,RC no needed
01FUA41,RC no needed,RC no needed
01FRPWW,RC no needed,RC no needed
01FRRN6,RC no needed,RC no needed
01G5139,Updated RC,Updated RC
01FXJJ2,Updated RC,RC no needed
01GAUAX,RC no needed,RC no needed
01FXM20,Updated RC,RC no needed
01GDNN4,RC no needed,RC no needed
01FK7JY,RC no needed,RC no needed
01G1TG4,RC no needed,RC no needed
01GH034,RC no needed,RC no needed
01GGYT5,RC no needed,RC no needed
01FV1K4,RC no needed,RC no needed
01GH3WT,RC no needed,RC no needed
01FPDUQ,RC no needed,Updated RC
01G1UFL,RC no needed,RC no needed
01G52JU,Updated RC,RC no needed
01FRPWV,Updated RC,RC no needed
01FT0AC,RC no needed,Updated RC
01FT18L,RC no needed,RC no needed
01GH030,RC no needed,RC no needed
01FT1LC,RC no needed,RC no needed
01G9WCW,RC no needed,RC no needed
01GDTRW,RC no needed,RC no needed
01GGL2C,RC no needed,RC no needed
01FT18Q,RC no needed,RC no needed
01GH02T,RC no needed,RC no needed
01GHK1P,Updated RC,Updated RC
01GHK1X,Updated RC,Updated RC
01GHJYH,RC no needed,RC no needed
01G50XF,RC no needed,RC no needed
01GGQ8L,RC no needed,RC no needed
01GHQFR,RC no needed,RC no needed
01GHRP2,RC no needed,RC no needed
01GGVTU,RC no needed,RC no needed
01FT73D,Updated RC,Updated RC
01GH2KF,RC no needed,RC no needed
01G1HUK,Updated RC,RC no needed
01G1TKT,RC no needed,RC no needed
01FT82T,Updated RC,RC no needed
01GHRVJ,RC no needed,RC no needed
01FT703,RC no needed,RC no needed
01GHJQ0,RC no needed,RC no needed
01FT738,Updated RC,Updated RC
01GHDM9,RC no needed,RC no needed
01G8RGH,RC no needed,RC no needed
01G0W8J,RC no needed,RC no needed
01G82N0,RC no needed,RC no needed
01G96MR,RC no needed,RC no needed
01GK99N,RC no needed,Updated RC
01FPQ7U,Updated RC,Updated RC
01GK99Q,RC no needed,Updated RC
01FR8JH,RC no needed,RC no needed
01FL9Y1,RC no needed,RC no needed
01G7JJN,Updated RC,Updated RC
01G96J1,RC no needed,RC no needed
01G9A4G,RC no needed,RC no needed
01G9858,RC no needed,RC no needed
01G1AM3,RC no needed,RC no needed
01FWKLA,RC no needed,RC no needed
01FL9XY,RC no needed,RC no needed
01G96K1,RC no needed,RC no needed
01GK9DQ,RC no needed,RC no needed
01G91XR,RC no needed,RC no needed
01FL9H1,RC no needed,RC no needed
01FVV51,RC no needed,RC no needed
01G96DT,RC no needed,RC no needed
01G96CU,RC no needed,RC no needed
01GMVYW,RC no needed,RC no needed
01FL9KG,RC no needed,RC no needed
01FWKPR,RC no needed,RC no needed
01FWKW7,RC no needed,RC no needed
01GK95G,RC no needed,Updated RC
01FX58C,RC no needed,RC no needed
01G952M,RC no needed,RC no needed
01G96DQ,Updated RC,RC no needed
01GK93H,RC no needed,RC no needed
01GK99E,RC no needed,Updated RC
01FP58T,RC no needed,Updated RC
01G91VE,RC no needed,RC no needed
01FYY4W,RC no needed,RC no needed
01FPLQG,RC no needed,Updated RC
01GK94T,RC no needed,Updated RC
01G8CEJ,RC no needed,RC no needed
01FL9L7,Updated RC,RC no needed
01GCMJP,RC no needed,RC no needed
01FPLPV,Updated RC,Updated RC
01FQY69,Updated RC,Updated RC
01FPLVE,Updated RC,Updated RC
01GC2NG,RC no needed,RC no needed
01GDN9T,RC no needed,RC no needed
01FPA0W,RC no needed,RC no needed
01G8P4U,RC no needed,RC no needed
01G8CDR,RC no needed,RC no needed
01FPLRM,RC no needed,RC no needed
01FPLXP,Updated RC,Updated RC
01G8CHV,RC no needed,RC no needed
01FPCHY,RC no needed,RC no needed
01FPA07,Updated RC,Updated RC
01G82MX,Updated RC,RC no needed
01G91U4,RC no needed,RC no needed
01FPQEG,Updated RC,Updated RC
01GK9QH,RC no needed,RC no needed
01GC2WG,RC no needed,RC no needed
01G82X2,RC no needed,Updated RC
01G1V9D,RC no needed,RC no needed
01G9367,RC no needed,RC no needed
01FP592,RC no needed,RC no needed
01FPQ96,Updated RC,Updated RC
01G8DAL,RC no needed,RC no needed
01G9374,RC no needed,RC no needed
01G9MPJ,RC no needed,RC no needed
01FYY4U,RC no needed,RC no needed
01FYXXQ,Updated RC,RC no needed
01FWAD1,RC no needed,RC no needed
01G5G2L,RC no needed,RC no needed
01G8CNW,RC no needed,RC no needed
01G9393,RC no needed,RC no needed
01G8YH4,RC no needed,RC no needed
01FPM0T,Updated RC,Updated RC
01FPQH6,RC no needed,Updated RC
01FPQH1,RC no needed,Updated RC
01G8CQ5,RC no needed,RC no needed
01FL9PE,RC no needed,RC no needed
01FW0A7,RC no needed,RC no needed
01FP55P,Updated RC,Updated RC
01G9H12,RC no needed,RC no needed
01G7LVM,Updated RC,Updated RC
01G8YH3,RC no needed,RC no needed
01G9H0H,RC no needed,RC no needed
01G8YQ0,RC no needed,RC no needed
01G7LVL,Updated RC,Updated RC
01FL7MN,RC no needed,Updated RC
01FPQH0,RC no needed,RC no needed
01GKERW,Updated RC,RC no needed
01GKCVW,RC no needed,RC no needed
01G0CAK,RC no needed,RC no needed
01GJL12,RC no needed,RC no needed
01GJ029,RC no needed,RC no needed
01GKC68,RC no needed,RC no needed
01FWJ5L,Updated RC,Updated RC
01FQVH8,Updated RC,Updated RC
01FL7AC,RC no needed,RC no needed
01G7M28,RC no needed,RC no needed
01FP55D,RC no needed,RC no needed
01G8VLR,RC no needed,RC no needed
01G8VL6,RC no needed,RC no needed
01FKT6G,Updated RC,RC no needed
01GCC0N,RC no needed,RC no needed
01FWJ4D,RC no needed,RC no needed
01FR9AC,RC no needed,RC no needed
01GHVX3,RC no needed,RC no needed
01G9H1W,RC no needed,RC no needed
01FR9A4,RC no needed,RC no needed
01G0C7M,RC no needed,RC no needed
01FKXTT,RC no needed,RC no needed
01GKCJA,RC no needed,Updated RC
01G0U4C,RC no needed,RC no needed
01FKXTN,Updated RC,Updated RC
01G2117,Updated RC,RC no needed
01FKXTD,Updated RC,Updated RC
01G8U2T,RC no needed,Updated RC
01FQV38,RC no needed,RC no needed
01GKCHT,RC no needed,Updated RC
01G7GA0,RC no needed,RC no needed
01FKXR9,RC no needed,RC no needed
01GKCJ5,RC no needed,Updated RC
01GCMJR,RC no needed,RC no needed
01FX58A,RC no needed,RC no needed
01G94YT,RC no needed,RC no needed
01G7K3M,RC no needed,RC no needed
01FKXT4,RC no needed,RC no needed
01G9J3A,RC no needed,RC no needed
01G8P3N,RC no needed,RC no needed
01FR9CE,RC no needed,RC no needed
01FL770,Updated RC,RC no needed
01FQWCC,RC no needed,Updated RC
01FQY1Y,RC no needed,RC no needed
01G8TM0,RC no needed,RC no needed
01G5G3Q,RC no needed,RC no needed
01FVYYL,RC no needed,RC no needed
01FWJ4C,RC no needed,RC no needed
01G8TNH,RC no needed,RC no needed
01G84HF,RC no needed,Updated RC
01FNAUT,RC no needed,Updated RC
01G5DJR,Updated RC,Updated RC
01FYUAL,RC no needed,RC no needed
01FTA16,RC no needed,RC no needed
01FQ78K,Updated RC,Updated RC
01GGH9D,Updated RC,Updated RC
01FMXXC,RC no needed,RC no needed
01FTA18,RC no needed,RC no needed
01FNC12,RC no needed,RC no needed
01GGE1W,RC no needed,RC no needed
01GG4FM,RC no needed,RC no needed
01FNG54,RC no needed,RC no needed
01GGE3K,RC no needed,RC no needed
01FMWEL,RC no needed,Updated RC
01FXJHV,Updated RC,Updated RC
01GGH9P,Updated RC,Updated RC
01G4M0P,Updated RC,RC no needed
01FMWF3,Updated RC,Updated RC
01FT9N8,RC no needed,RC no needed
01FTJ27,RC no needed,Updated RC
01FN99N,RC no needed,RC no needed
01GG3DV,RC no needed,Updated RC
01FTHWX,RC no needed,RC no needed
01GGH98,RC no needed,RC no needed
01G241M,RC no needed,RC no needed
01FN9C7,RC no needed,RC no needed
01FN996,RC no needed,RC no needed
01GDEFH,RC no needed,RC no needed
01FT9PW,RC no needed,RC no needed
01GD5X5,RC no needed,RC no needed
01G5JV8,RC no needed,RC no needed
01FN997,RC no needed,RC no needed
01FTA19,RC no needed,RC no needed
01GGH9A,RC no needed,RC no needed
01GE3EL,RC no needed,RC no needed
01FN9ER,RC no needed,Updated RC
01G244R,RC no needed,Updated RC
01FT9HA,RC no needed,RC no needed
01GFL79,RC no needed,RC no needed
01FTR5N,Updated RC,RC no needed
01G2553,RC no needed,RC no needed
01FNCA9,RC no needed,RC no needed
01FNFJ2,RC no needed,RC no needed
01FMW10,RC no needed,RC no needed
01GGFNJ,RC no needed,RC no needed
01FXUQ6,RC no needed,RC no needed
01FMW17,RC no needed,RC no needed
01FNCA7,RC no needed,RC no needed
01GFL7H,RC no needed,RC no needed
01GFPFT,RC no needed,RC no needed
01GFLAP,RC no needed,RC no needed
01GGE15,RC no needed,RC no needed
01GGC1G,RC no needed,RC no needed
01FYUAN,Updated RC,RC no needed
01GFKTX,RC no needed,RC no needed
01G9D23,RC no needed,RC no needed
01G5DMF,RC no needed,Updated RC
01G4LTQ,Updated RC,RC no needed
01GGH9T,RC no needed,Updated RC
01FT9L3,RC no needed,Updated RC
01G242Y,RC no needed,RC no needed
01GGFMK,RC no needed,RC no needed
01FYUAJ,RC no needed,RC no needed
01FT9NR,RC no needed,RC no needed
01FNCA5,RC no needed,RC no needed
01G255C,RC no needed,RC no needed
01FP7J1,Updated RC,Updated RC
01FTCC4,RC no needed,RC no needed
01G5DNL,Updated RC,Updated RC
01G9CPJ,RC no needed,RC no needed
01G9D6N,RC no needed,RC no needed
01G63YM,RC no needed,RC no needed
01FMW18,RC no needed,RC no needed
01FTCC6,RC no needed,RC no needed
01G9D3T,RC no needed,RC no needed
01FNDPE,RC no needed,RC no needed
01GG1VK,RC no needed,RC no needed
01G8GDD,RC no needed,RC no needed
01FW3Y9,RC no needed,RC no needed
01GG6PA,RC no needed,RC no needed
01GGC0P,RC no needed,RC no needed
01G9D6U,RC no needed,RC no needed
